survey_date,country,pct_mask,pct_belief_masking_effective,pct_worried_catch_covid,pct_received_news_local_health,pct_received_news_experts,pct_received_news_who,pct_received_news_govt_health,pct_received_news_politicians,pct_received_news_journalists,pct_received_news_friends,pct_trust_covid_info_local_health,pct_trust_covid_info_experts,pct_trust_covid_info_who,pct_trust_covid_info_govt_health,pct_trust_covid_info_politicians,pct_trust_covid_info_journalists,pct_trust_covid_info_friends,total_tests,total_cases,total_deaths,new_cases_smoothed,new_deaths_smoothed,Facial Coverings,Containment health index (average),population
2020-04-23,Argentina,0.7873949579831933,,,,,,,,,,,,,,,,,51664.0,4066.0,279.0,153.714,10.571,3.0,86.31,45510324.0
2020-04-24,Argentina,0.7911392405063291,,,,,,,,,,,,,,,,,54971.0,4066.0,279.0,153.714,10.571,3.0,86.31,45510324.0
2020-04-25,Argentina,0.7687572143131974,,,,,,,,,,,,,,,,,57615.0,4066.0,279.0,153.714,10.571,3.0,86.31,45510324.0
2020-04-26,Argentina,0.789568345323741,,,,,,,,,,,,,,,,,59349.0,5464.0,411.0,199.714,18.857,3.0,85.12,45510324.0
2020-04-27,Argentina,0.7985133020344288,,,,,,,,,,,,,,,,,61587.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-04-28,Argentina,0.7853384777271133,,,,,,,,,,,,,,,,,64532.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-04-29,Argentina,0.7736905237904838,,,,,,,,,,,,,,,,,67633.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-04-30,Argentina,0.825925925925926,,,,,,,,,,,,,,,,,70494.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-05-01,Argentina,0.8034188034188035,,,,,,,,,,,,,,,,,73547.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-05-02,Argentina,0.803030303030303,,,,,,,,,,,,,,,,,75842.0,5464.0,411.0,199.714,18.857,3.0,79.17,45510324.0
2020-05-03,Argentina,0.8092382855873862,,,,,,,,,,,,,,,,,77974.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-04,Argentina,0.7923720171323679,,,,,,,,,,,,,,,,,80840.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-05,Argentina,0.8034078807241747,,,,,,,,,,,,,,,,,84904.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-06,Argentina,0.8031903874041848,,,,,,,,,,,,,,,,,88991.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-07,Argentina,0.8246126207051426,,,,,,,,,,,,,,,,,92921.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-08,Argentina,0.8353735753482482,,,,,,,,,,,,,,,,,96600.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-09,Argentina,0.8431460674157303,,,,,,,,,,,,,,,,,100197.0,6753.0,526.0,184.143,16.429,3.0,79.17,45510324.0
2020-05-10,Argentina,0.849813637360228,,,,,,,,,,,,,,,,,102481.0,8650.0,646.0,271.0,17.143,3.0,79.17,45510324.0
2020-05-11,Argentina,0.8346530041918957,,,,,,,,,,,,,,,,,106161.0,8650.0,646.0,271.0,17.143,3.0,82.74,45510324.0
2020-05-12,Argentina,0.8445928589776522,,,,,,,,,,,,,,,,,109937.0,8650.0,646.0,271.0,17.143,3.0,80.36,45510324.0
2020-05-13,Argentina,0.8514399771884802,,,,,,,,,,,,,,,,,114303.0,8650.0,646.0,271.0,17.143,3.0,80.36,45510324.0
2020-05-14,Argentina,0.8573258196721312,,,,,,,,,,,,,,,,,118520.0,8650.0,646.0,271.0,17.143,3.0,80.36,45510324.0
2020-05-15,Argentina,0.8588380716934487,,,,,,,,,,,,,,,,,122940.0,8650.0,646.0,271.0,17.143,3.0,80.36,45510324.0
2020-05-16,Argentina,0.8604540023894862,,,,,,,,,,,,,,,,,126702.0,8650.0,646.0,271.0,17.143,3.0,80.36,45510324.0
2020-05-17,Argentina,0.8564593301435407,,,,,,,,,,,,,,,,,129515.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-18,Argentina,0.8484112974404237,,,,,,,,,,,,,,,,,133661.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-19,Argentina,0.8655949988836794,,,,,,,,,,,,,,,,,139277.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-20,Argentina,0.8621489904850314,,,,,,,,,,,,,,,,,145156.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-21,Argentina,0.8591251175917215,,,,,,,,,,,,,,,,,151079.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-22,Argentina,0.8673067454455933,,,,,,,,,,,,,,,,,156782.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-23,Argentina,0.8606825619448341,,,,,,,,,,,,,,,,,161598.0,11560.0,790.0,415.714,20.571,3.0,80.36,45510324.0
2020-05-24,Argentina,0.8586448598130841,,,,,,,,,,,,,,,,,165328.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-25,Argentina,0.8561020036429873,,,,,,,,,,,,,,,,,169502.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-26,Argentina,0.8635346756152126,,,,,,,,,,,,,,,,,174456.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-27,Argentina,0.8483714788732394,,,,,,,,,,,,,,,,,180439.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-28,Argentina,0.8621575342465754,,,,,,,,,,,,,,,,,186459.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-29,Argentina,0.8553528247966586,,,,,,,,,,,,,,,,,193298.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-30,Argentina,0.8710321864594894,,,,,,,,,,,,,,,,,198892.0,16621.0,1009.0,723.0,31.286,3.0,80.36,45510324.0
2020-05-31,Argentina,0.8636555508653441,,,,,,,,,,,,,,,,,202729.0,22406.0,1306.0,826.429,42.429,3.0,80.36,45510324.0
2020-06-01,Argentina,0.8574213311055416,,,,,,,,,,,,,,,,,207985.0,22406.0,1306.0,826.429,42.429,3.0,80.36,45510324.0
2020-06-02,Argentina,0.8634499396863691,,,,,,,,,,,,,,,,,213771.0,22406.0,1306.0,826.429,42.429,3.0,80.36,45510324.0
2020-06-03,Argentina,0.8550799381124291,,,,,,,,,,,,,,,,,220742.0,22406.0,1306.0,826.429,42.429,3.0,80.36,45510324.0
2020-06-04,Argentina,0.8586521987435751,,,,,,,,,,,,,,,,,227313.0,22406.0,1306.0,826.429,42.429,3.0,80.36,45510324.0
2020-06-05,Argentina,0.8661585365853659,,,,,,,,,,,,,,,,,234148.0,22406.0,1306.0,826.429,42.429,3.0,79.17,45510324.0
2020-06-06,Argentina,0.8676207513416816,,,,,,,,,,,,,,,,,240548.0,22406.0,1306.0,826.429,42.429,3.0,79.17,45510324.0
2020-06-07,Argentina,0.8729116945107399,,,,,,,,,,,,,,,,,243959.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-08,Argentina,0.8721893491124261,,,,,,,,,,,,,,,,,250268.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-09,Argentina,0.8689262147570486,,,,,,,,,,,,,,,,,257683.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-10,Argentina,0.8729603729603729,,,,,,,,,,,,,,,,,265732.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-11,Argentina,0.8784378437843784,,,,,,,,,,,,,,,,,274168.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-12,Argentina,0.8670661340434975,,,,,,,,,,,,,,,,,283488.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-13,Argentina,0.8746130030959752,,,,,,,,,,,,,,,,,291654.0,29703.0,1664.0,1042.429,51.143,3.0,79.17,45510324.0
2020-06-14,Argentina,0.8845510317902956,,,,,,,,,,,,,,,,,296883.0,40388.0,2122.0,1526.429,65.429,3.0,79.17,45510324.0
2020-06-15,Argentina,0.8738394320043692,,,,,,,,,,,,,,,,,302745.0,40388.0,2122.0,1526.429,65.429,3.0,79.17,45510324.0
2020-06-16,Argentina,0.8653072946582424,,,,,,,,,,,,,,,,,310590.0,40388.0,2122.0,1526.429,65.429,3.0,79.17,45510324.0
2020-06-17,Argentina,0.8786622443338862,,,,,,,,,,,,,,,,,320368.0,40388.0,2122.0,1526.429,65.429,3.0,79.17,45510324.0
2020-06-18,Argentina,0.8698553948832035,,,,,,,,,,,,,,,,,330859.0,40388.0,2122.0,1526.429,65.429,3.0,79.17,45510324.0
2020-06-19,Argentina,0.8791482300884956,,,,,,,,,,,,,,,,,341240.0,40388.0,2122.0,1526.429,65.429,3.0,76.79,45510324.0
2020-06-20,Argentina,0.8746831878344128,,,,,,,,,,,,,,,,,351231.0,40388.0,2122.0,1526.429,65.429,3.0,76.79,45510324.0
2020-06-21,Argentina,0.8776932826362485,,,,,,,,,,,,,,,,,357832.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-22,Argentina,0.881440588853838,,,,,,,,,,,,,,,,,367352.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-23,Argentina,0.8734793187347932,,,,,,,,,,,,,,,,,378876.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-24,Argentina,0.8753977968176254,,,,,,,,,,,,,,,,,390220.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-25,Argentina,0.8749003984063745,,,,,,,,,,,,,,,,,402072.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-26,Argentina,0.8759451134136096,,,,,,,,,,,,,,,,,414424.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-27,Argentina,0.8761286681715575,,,,,,,,,,,,,,,,,424624.0,54438.0,2724.0,2007.143,86.0,3.0,76.79,45510324.0
2020-06-28,Argentina,0.8781302170283807,,,,,,,,,,,,,,,,,431196.0,73445.0,3500.0,2715.286,110.857,3.0,76.79,45510324.0
2020-06-29,Argentina,0.8815020862308762,,,,,,,,,,,,,,,,,440989.0,73445.0,3500.0,2715.286,110.857,3.0,76.79,45510324.0
2020-06-30,Argentina,0.8788968824940048,,,,,,,,,,,,,,,,,452111.0,73445.0,3500.0,2715.286,110.857,3.0,76.79,45510324.0
2020-07-01,Argentina,0.8783225044300059,,,,,,,,,,,,,,,,,463496.0,73445.0,3500.0,2715.286,110.857,3.0,79.17,45510324.0
2020-07-02,Argentina,0.8720887245841035,,,,,,,,,,,,,,,,,475103.0,73445.0,3500.0,2715.286,110.857,3.0,79.17,45510324.0
2020-07-03,Argentina,0.8661150808574652,,,,,,,,,,,,,,,,,487937.0,73445.0,3500.0,2715.286,110.857,3.0,79.17,45510324.0
2020-07-04,Argentina,0.8736805066854328,,,,,,,,,,,,,,,,,499701.0,73445.0,3500.0,2715.286,110.857,3.0,79.17,45510324.0
2020-07-05,Argentina,0.8782927642547516,,,,,,,,,,,,,,,,,506835.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-06,Argentina,0.8897386870618228,,,,,,,,,,,,,,,,,517456.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-07,Argentina,0.8714196762141968,,,,,,,,,,,,,,,,,530371.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-08,Argentina,0.8678198433420365,,,,,,,,,,,,,,,,,545105.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-09,Argentina,0.8785140562248996,,,,,,,,,,,,,,,,,558157.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-10,Argentina,0.8877391031671371,,,,,,,,,,,,,,,,,570188.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-11,Argentina,0.8651348651348651,,,,,,,,,,,,,,,,,581630.0,93640.0,4403.0,2885.0,129.0,3.0,79.17,45510324.0
2020-07-12,Argentina,0.8725212464589235,,,,,,,,,,,,,,,,,589487.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-13,Argentina,0.8747320061255742,,,,,,,,,,,,,,,,,601799.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-14,Argentina,0.8738331827762722,,,,,,,,,,,,,,,,,616727.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-15,Argentina,0.8833431777909038,,,,,,,,,,,,,,,,,631905.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-16,Argentina,0.8840086606866687,,,,,,,,,,,,,,,,,646936.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-17,Argentina,0.8841935483870967,,,,,,,,,,,,,,,,,663715.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-18,Argentina,0.8921203922894826,,,,,,,,,,,,,,,,,678057.0,118611.0,5556.0,3567.286,164.714,3.0,79.17,45510324.0
2020-07-19,Argentina,0.8899024850581944,,,,,,,,,,,,,,,,,688234.0,150183.0,6930.0,4510.286,196.286,3.0,79.17,45510324.0
2020-07-20,Argentina,0.8846792954469923,,,,,,,,,,,,,,,,,702939.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-21,Argentina,0.8863841298467088,,,,,,,,,,,,,,,,,720383.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-22,Argentina,0.8901282766313441,,,,,,,,,,,,,,,,,738632.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-23,Argentina,0.8849252013808976,,,,,,,,,,,,,,,,,756742.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-24,Argentina,0.8848771825984019,,,,,,,,,,,,,,,,,775879.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-25,Argentina,0.8779356335169615,,,,,,,,,,,,,,,,,791328.0,150183.0,6930.0,4510.286,196.286,3.0,77.98,45510324.0
2020-07-26,Argentina,0.8680575133915985,,,,,,,,,,,,,,,,,802526.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-07-27,Argentina,0.8795853269537479,,,,,,,,,,,,,,,,,818608.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-07-28,Argentina,0.8724147193123825,,,,,,,,,,,,,,,,,837958.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-07-29,Argentina,0.8801478352692714,,,,,,,,,,,,,,,,,858087.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-07-30,Argentina,0.8693247962747379,,,,,,,,,,,,,,,,,877731.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-07-31,Argentina,0.8872395089922923,,,,,,,,,,,,,,,,,899309.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-08-01,Argentina,0.8789589212919411,,,,,,,,,,,,,,,,,915180.0,189430.0,8474.0,5606.714,220.571,3.0,77.98,45510324.0
2020-08-02,Argentina,0.8818565400843882,,,,,,,,,,,,,,,,,928541.0,231395.0,9930.0,5995.0,208.0,3.0,77.98,45510324.0
2020-08-03,Argentina,0.8790368271954674,,,,,,,,,,,,,,,,,946864.0,231395.0,9930.0,5995.0,208.0,3.0,76.79,45510324.0
2020-08-04,Argentina,0.8761508761508762,,,,,,,,,,,,,,,,,968917.0,231395.0,9930.0,5995.0,208.0,3.0,76.79,45510324.0
2020-08-05,Argentina,0.8824904998538439,,,,,,,,,,,,,,,,,991752.0,231395.0,9930.0,5995.0,208.0,3.0,76.79,45510324.0
2020-08-06,Argentina,0.8787028375428749,,,,,,,,,,,,,,,,,1014772.0,231395.0,9930.0,5995.0,208.0,3.0,76.79,45510324.0
2020-08-07,Argentina,0.8874617737003058,,,,,,,,,,,,,,,,,1038082.0,231395.0,9930.0,5995.0,208.0,3.0,76.19,45510324.0
2020-08-08,Argentina,0.8809286898839138,,,,,,,,,,,,,,,,,1058026.0,231395.0,9930.0,5995.0,208.0,3.0,76.19,45510324.0
2020-08-09,Argentina,0.8837209302325582,,,,,,,,,,,,,,,,,1071065.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-10,Argentina,0.8720558301831928,,,,,,,,,,,,,,,,,1092486.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-11,Argentina,0.8778966131907309,,,,,,,,,,,,,,,,,1117916.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-12,Argentina,0.8808805790108565,,,,,,,,,,,,,,,,,1142823.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-13,Argentina,0.8774330900243309,,,,,,,,,,,,,,,,,1166831.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-14,Argentina,0.8824269097767997,,,,,,,,,,,,,,,,,1191964.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-15,Argentina,0.8780879050368945,,,,,,,,,,,,,,,,,1212860.0,283036.0,11692.0,7377.286,251.714,3.0,76.19,45510324.0
2020-08-16,Argentina,0.8874919406834301,,,,,,,,,,,,,,,,,1225801.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-17,Argentina,0.8813300793166565,,,,,,,,,,,,,,,,,1242295.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-18,Argentina,0.8805087252292221,,,,,,,,,,,,,,,,,1263249.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-19,Argentina,0.8801788375558868,,,,,,,,,,,,,,,,,1287021.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-20,Argentina,0.8771513353115727,,,,,,,,,,,,,,,,,1311371.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-21,Argentina,0.8833640270104358,,,,,,,,,,,,,,,,,1335830.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-22,Argentina,0.8811166875784191,,,,,,,,,,,,,,,,,1356232.0,331713.0,13354.0,6953.857,237.429,3.0,76.19,45510324.0
2020-08-23,Argentina,0.8877489438744719,,,,,,,,,,,,,,,,,1369802.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-24,Argentina,0.8825128360012081,,,,,,,,,,,,,,,,,1392692.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-25,Argentina,0.8774059816405093,,,,,,,,,,,,,,,,,1418173.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-26,Argentina,0.8854917796365734,,,,,,,,,,,,,,,,,1445213.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-27,Argentina,0.8814770696843359,,,,,,,,,,,,,,,,,1473242.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-28,Argentina,0.8835512313773183,,,,,,,,,,,,,,,,,1500998.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-29,Argentina,0.881371087928465,,,,,,,,,,,,,,,,,1523440.0,382896.0,15231.0,7311.857,268.143,3.0,76.19,45510324.0
2020-08-30,Argentina,0.8858242463117383,,,,,,,,,,,,,,,,,1540883.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-08-31,Argentina,0.8721357850070721,,,,,,,,,,,,,,,,,1565229.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-01,Argentina,0.8799308954794126,,,,,,,,,,,,,,,,,1595419.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-02,Argentina,0.8843262001156738,,,,,,,,,,,,,,,,,1623586.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-03,Argentina,0.8742023701002735,,,,,,,,,,,,,,,,,1651534.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-04,Argentina,0.8805760449596066,,,,,,,,,,,,,,,,,1679318.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-05,Argentina,0.8743757203227046,,,,,,,,,,,,,,,,,1703655.0,451875.0,17491.0,9854.143,322.857,3.0,76.19,45510324.0
2020-09-06,Argentina,0.8843537414965986,,,,,,,,,,,,,,,,,1719151.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-07,Argentina,0.8739525139664804,,,,,,,,,,,,,,,,,1745267.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-08,Argentina,0.8764326647564471,,,,,,,,,,,,,,,,,1774299.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-09,Argentina,0.8742364355012576,,,,,,,,,,,,,,,,,1805529.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-10,Argentina,0.877773599097405,,,,,,,,,,,,,,,,,1835440.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-11,Argentina,0.8804907004352988,,,,,,,,,,,,,,,,,1867812.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-12,Argentina,0.8718929254302104,,,,,,,,,,,,,,,,,1892744.0,524195.0,19815.0,10331.429,332.0,3.0,76.19,45510324.0
2020-09-13,Argentina,0.8768906085121351,,,,,,,,,,,,,,,,,1909824.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-14,Argentina,0.8843585237258348,,,,,,,,,,,,,,,,,1937637.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-15,Argentina,0.8840892728581713,,,,,,,,,,,,,,,,,1966539.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-16,Argentina,0.8828516377649326,,,,,,,,,,,,,,,,,1996700.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-17,Argentina,0.876463921420476,,,,,,,,,,,,,,,,,2027731.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-18,Argentina,0.883203125,,,,,,,,,,,,,,,,,2059221.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-19,Argentina,0.8787996882307093,,,,,,,,,,,,,,,,,2084840.0,602353.0,22261.0,11165.429,349.429,3.0,76.19,45510324.0
2020-09-20,Argentina,0.8851402577710387,,,,,,,,,,,,,,,,,2100616.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-21,Argentina,0.8755539143279173,,,,,,,,,,,,,,,,,2125051.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-22,Argentina,0.8695968034871049,,,,,,,,,,,,,,,,,2154335.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-23,Argentina,0.8762286130323991,,,,,,,,,,,,,,,,,2185374.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-24,Argentina,0.8842819449679608,,,,,,,,,,,,,,,,,2216156.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-25,Argentina,0.8859300476947536,,,,,,,,,,,,,,,,,2247765.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-26,Argentina,0.8661265432098766,,,,,,,,,,,,,,,,,2272163.0,677683.0,24601.0,10761.429,334.286,3.0,76.19,45510324.0
2020-09-27,Argentina,0.8865248226950354,,,,,,,,,,,,,,,,,2289766.0,759395.0,27057.0,11673.143,350.857,3.0,76.19,45510324.0
2020-09-28,Argentina,0.8749550844412505,,,,,,,,,,,,,,,,,2316898.0,759395.0,27057.0,11673.143,350.857,3.0,76.19,45510324.0
2020-09-29,Argentina,0.8715044247787611,,,,,,,,,,,,,,,,,2349361.0,759395.0,27057.0,11673.143,350.857,3.0,76.19,45510324.0
2020-09-30,Argentina,0.8701298701298701,,,,,,,,,,,,,,,,,2383153.0,759395.0,27057.0,11673.143,350.857,3.0,76.19,45510324.0
2020-10-01,Argentina,0.887109375,,,,,,,,,,,,,,,,,2416925.0,759395.0,27057.0,11673.143,350.857,3.0,78.57,45510324.0
2020-10-02,Argentina,0.8852395672333848,,,,,,,,,,,,,,,,,2452045.0,759395.0,27057.0,11673.143,350.857,3.0,78.57,45510324.0
2020-10-03,Argentina,0.8866995073891626,,,,,,,,,,,,,,,,,2479203.0,759395.0,27057.0,11673.143,350.857,3.0,78.57,45510324.0
2020-10-04,Argentina,0.8794753633463311,,,,,,,,,,,,,,,,,2495095.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-05,Argentina,0.8789492367767128,,,,,,,,,,,,,,,,,2524761.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-06,Argentina,0.8871681415929203,,,,,,,,,,,,,,,,,2561262.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-07,Argentina,0.8865196964221178,,,,,,,,,,,,,,,,,2596466.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-08,Argentina,0.8901619913077835,,,,,,,,,,,,,,,,,2633067.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-09,Argentina,0.8896694214876033,,,,,,,,,,,,,,,,,2671816.0,846449.0,29580.0,12436.286,360.429,3.0,78.57,45510324.0
2020-10-10,Argentina,0.8856607310215557,,,,,,,,,,,,,,,,,2699839.0,846449.0,29580.0,12436.286,360.429,3.0,75.3,45510324.0
2020-10-11,Argentina,0.8925973470261018,,,,,,,,,,,,,,,,,2718153.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-12,Argentina,0.8705128205128205,,,,,,,,,,,,,,,,,2738426.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-13,Argentina,0.8747920133111481,,,,,,,,,,,,,,,,,2771093.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-14,Argentina,0.8960817717206133,,,,,,,,,,,,,,,,,2810732.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-15,Argentina,0.8852596314907872,,,,,,,,,,,,,,,,,2850281.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-16,Argentina,0.9012584704743466,,,,,,,,,,,,,,,,,2890464.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-17,Argentina,0.8943781942078365,,,,,,,,,,,,,,,,,2924419.0,942666.0,32182.0,13745.286,371.714,3.0,75.3,45510324.0
2020-10-18,Argentina,0.9036222509702458,,,,,,,,,,,,,,,,,2942097.0,1038648.0,34631.0,13711.714,349.857,3.0,75.3,45510324.0
2020-10-19,Argentina,0.8938223938223938,,,,,,,,,,,,,,,,,2980117.0,1038648.0,34631.0,13711.714,349.857,3.0,75.3,45510324.0
2020-10-20,Argentina,0.8858468677494201,,,,,,,,,,,,,,,,,3019929.0,1038648.0,34631.0,13711.714,349.857,3.0,75.3,45510324.0
2020-10-21,Argentina,0.8852383155946321,,,,,,,,,,,,,,,,,3062366.0,1038648.0,34631.0,13711.714,349.857,3.0,75.3,45510324.0
2020-10-22,Argentina,0.8818458417849898,,,,,,,,,,,,,,,,,3103255.0,1038648.0,34631.0,13711.714,349.857,3.0,75.3,45510324.0
